scientific_name,common_name,category,growth_habit,height_mature_ft,shade_tolerance,notes,usda_hardiness_zone,water,catalog_source
Citrus sinensis,Blood Orange,fruit,citrus,20.0,full,"Blood orange cultivars (Moro, Tarocco, Sanguinello) develop their signature ruby-red flesh and juice through the accumulation of anthocyanins, a pigment triggered by cool nights during fruit development — temperatures between 40 and 50°F for several weeks from late autumn through midwinter produce the deepest coloring. In frost-free tropical climates the flesh remains orange with little anthocyanin. Trees are self-fertile, medium-sized, and managed identically to other sweet oranges: plant in well-drained soil, fertilize with a citrus blend three times per year, and irrigate deeply but infrequently. Harvest from late winter through early spring when the flesh has developed full color and the fruit is sweet.",9-11,moderate,OpenPlantDB (CC0)
Citrus × sinensis 'Moro',Blood Orange (Moro Blood Orange),fruit,citrus,15.0,full,"Plant grafted stock in well-drained, slightly acidic to neutral, fertile soil in full sun; fertilize with citrus formula in late winter, late spring, and early fall. Citrus × sinensis 'Moro' (Moro blood orange) is the most intensely red-fleshed blood orange variety — a Sicilian mutation of sweet orange in which the flesh, juice, and sometimes the rind develop stunning deep-red to near-purple color from anthocyanin pigments produced in response to cool autumn nights. The 'Moro' cultivar produces the deepest, most intensely colored blood-red flesh and dramatic dark-red juice of any blood orange, with a distinctive flavor that combines sweet orange with a raspberry-berry overtone from the anthocyanins. In zone 9, the cool fall and winter nights (below 60°F) trigger the red pigment development; in warmer climates the color development is minimal. Blood orange juice makes extraordinary cocktails, salad dressings, and sauces. The 'Tarocco' variety (less cold-hardy, zone 10) produces the best flavor; 'Sanguinelli' is another reliable variety. Blood oranges ripen December through March in zone 9.",9-11,moderate,OpenPlantDB (CC0)
Citrus x 'Bloomsweet',Bloomsweet Grapefruit (Cold-Hardy Grapefruit Hybrid),fruit,citrus,15.0,full,"Plant in well-drained soil in full sun; Bloomsweet is a grapefruit-like hybrid selected for cold hardiness beyond that of standard grapefruit cultivars, producing pale yellow, thin-skinned, juicy fruit with a mild, less bitter flavor than classic grapefruit and only a light blush of the typical grapefruit tang. The tree's improved cold tolerance, credited to its mixed parentage, has made it a popular choice for gardeners in the cooler parts of the Gulf Coast citrus belt who want grapefruit-style fruit without the cold sensitivity of true Citrus x paradisi selections. Fruit ripens in winter and holds well on the tree, sweetening further if left to hang after coloring fully. Give young trees winter protection for their first several years in zone 8, since even improved hardiness has limits; mature trees tolerate brief dips into the low-to-mid 20s F with minimal damage.",8-10,moderate,OpenPlantDB (CC0)
Decaisnea fargesii,Blue Bean Shrub (Dead Man's Fingers),fruit,unusual shade-tolerant shrub fruit,15.0,partial,"Give this large, coarse-leaved shrub a sheltered spot with dappled or half-day shade and consistently moist, rich soil, mimicking the Himalayan and Chinese forest margins it comes from. By autumn, established plants hang thick with startling metallic-blue, finger-like seed pods several inches long; split one open to reach the sweet, translucent, gelatinous pulp inside, which tastes something like watermelon or lychee, though the numerous black seeds must be spit out. It needs a male and female plant, or a self-fertile seedling, to set the curious pods reliably. Few other fruiting shrubs offer both genuine shade tolerance and such a conversation-starting harvest.",6-9,moderate,OpenPlantDB (CC0)
Decaisnea insignis,Blue Bean Shrub (Dead Man's Fingers),fruit,unusual edible shrub,15.0,partial,"Plant container shrubs in fall or spring in moist, well-drained, humus-rich soil in partial shade; blue bean shrub needs a second, genetically distinct plant nearby for reliable pod set and benefits from a sheltered site out of harsh drying wind. Decaisnea insignis is a striking, large, multi-stemmed shrub from the Himalaya and western China with big, compound, tropical-looking leaves and drooping clusters of small yellow-green flowers in late spring, followed by the plant's signature feature — dangling, metallic blue, sausage-shaped seed pods in fall that give rise to its unsettling common name. The pods split open to reveal a translucent, gelatinous, mildly sweet pulp around black seeds that can be eaten fresh, similar in texture and flavor to a mild melon, though it is grown mostly as a conversation-piece ornamental rather than a serious food crop. It prefers a woodland-edge setting with shelter from wind and consistent moisture, and its architectural form and unusual fruit make it a standout specimen in a shaded border.",6-9,moderate,OpenPlantDB (CC0)
Passiflora caerulea,Blue Passionflower (Hardy Passionflower),fruit,ornamental vine,20.0,full,"Plant in well-drained, moderately fertile soil in full sun and provide a trellis or fence for the vigorous tendrils; blue passionflower is the most cold-hardy of the fruiting passion vines, tolerating brief dips to 10–15°F when established roots are protected by mulch. The intricate blue, white, and purple flowers with their alien-looking filament corona rank among the most striking summer blooms of any garden vine, followed by oval orange-yellow fruits that are edible but bland compared to commercial passion fruit — grow it primarily for the spectacular flowers and cold hardiness. Dies to the ground in zones 7–8 but regrows strongly from deep roots; do not remove dormant crowns too early in spring.",7-11,low,OpenPlantDB (CC0)
Holboellia coriacea,Blue Sausage Vine,fruit,exotic fruiting vine,30.0,partial,"Train young plants onto a wall, pergola, or fence in part shade in spring, in fertile soil with reliable drainage, since this evergreen twiner from central China resents waterlogging even though it tolerates low light well. Small, fragrant purple-and-white flowers open in spring and are followed in a good year by sausage-shaped purple fruits with sweet, translucent pulp, though fruiting improves markedly when two plants are grown together. Its leathery, trifoliate evergreen leaves make it a valuable year-round screen for shaded boundaries where deciduous vines would leave a winter gap. Prune after flowering to control its vigorous twining growth.",6-9,moderate,OpenPlantDB (CC0)
Sambucus canadensis 'Bob Gordon',Bob Gordon Elderberry (Kansas State University Very Large Fruit Elderberry),fruit,berry shrub,12.0,full,"Plant in well-drained to moderately moist, fertile, slightly acidic to neutral soil in full sun to partial shade; Bob Gordon was selected by James Millican from a wild elderberry population in Kansas and released through Kansas State University — it produces some of the largest individual berries of any American elderberry cultivar, with berry diameter significantly exceeding the standard wild-type, and heavy, pendant clusters of dark purple-black berries that ripen in late summer. American elderberry (Sambucus canadensis) is a vigorously suckering native shrub producing flat-topped, white flower clusters (cymes) in June–July — large, fragrant, and excellent for elderflower cordials, vinegars, and baked goods — followed by heavy clusters of dark purple-black berries in August–September used for elderberry syrup, wine, jelly, and juice. 'Bob Gordon' performs well in the humid heat of Gulf South zone 8-9 conditions, though elderberries prefer the slightly cooler and more reliably moist soils of zone 7-8 for maximum production. In zone 9, provide consistent moisture and afternoon shade protection to maintain health through summer. The very large berry size and heavy production make Bob Gordon one of the top choices for home and commercial elderberry production in the eastern US. Plants spread by suckers to form colonies — remove suckers regularly to maintain a well-defined shrub form.",3-9,moderate,OpenPlantDB (CC0)
Prunus armeniaca 'Bonanza',Bonanza Apricot (Genetic Dwarf Patio Apricot),fruit,tree fruit,6.0,full,"Plant in well-drained, slightly alkaline to neutral soil in full sun. Bonanza is a genetic dwarf apricot that naturally stays under six feet tall while still producing normal-sized, sweet, orange-fleshed fruit, making it one of the few apricots practical for a large container or a very small yard. Like most apricots it blooms quite early in spring, so a sheltered site away from low-lying frost pockets improves the odds of a good fruit set. The dense, compact form needs little pruning to maintain shape beyond removing crossing branches, and the tree is self-fruitful, requiring no separate pollinator variety.",5-9,moderate,OpenPlantDB (CC0)
Citrus limon 'Bonnie Brae',Bonnie Brae Lemon (California Heirloom Slender Lemon),fruit,citrus,14.0,full,"Plant grafted trees in spring after frost risk has passed, in a warm, well-drained, sunny site, giving this vigorous, somewhat thorny tree room to spread. Water consistently during establishment and avoid waterlogged soil, which quickly stresses lemon roots. Bonnie Brae produces distinctively long, slender, thin-skinned lemons with abundant tart juice and few seeds, and it can flower and fruit nearly year-round in mild climates. Once grown commercially in Southern California, it remains a sought-after heirloom for home growers who prize its exceptionally juicy fruit over its irregular, less market-friendly shape.",9-11,moderate,OpenPlantDB (CC0)
Annona cherimola 'Booth',Booth Cherimoya,fruit,tropical fruit tree,30.0,full,"Plant in fertile, well-drained soil in full sun in zones 10-12; Booth is a long-established Florida cherimoya selection prized for reliable production and good-sized, conical, mildly ribbed fruit with rich, sweet, custardy white flesh and the classic tropical flavor blend of pineapple, banana, and vanilla. It has a reputation as one of the more dependable croppers among named cherimoya cultivars in Florida's warm, humid subtropical conditions, which can otherwise be a challenging environment for a species that prefers the cooler, drier climate of its Andean homeland. As with all cherimoya, hand-pollinate by transferring pollen from freshly opened male-phase flowers to receptive female-phase flowers with a small brush in the morning hours, since the flowers' protogynous timing makes natural self-pollination unreliable. Grafted trees bear within two to four years; protect young trees from frost and give them consistent moisture during fruit development.",10-12,moderate,OpenPlantDB (CC0)
Borojoa patinoi,Borojó,fruit,tropical rainforest fruit shrub,15.0,partial,"Grow this understory shrub from the Colombian Chocó rainforest in a large pot of rich, moisture-retentive potting mix, since it wants filtered light and constant humidity rather than harsh full sun. It produces large, dense, brown fruits packed with a thick, tart pulp that is almost always processed into juice or preserves rather than eaten fresh. Because it is one of the most cold-sensitive fruiting plants grown by tropical fruit collectors, Gulf Coast and Florida growers keep it strictly as a greenhouse or sunroom container specimen and never leave it outside once temperatures dip toward 50°F. Consistent watering and high humidity are more important to fruit set than any particular soil type.",10-12,high,OpenPlantDB (CC0)
Castanea sativa × crenata 'Bouche de Betizac',Bouche de Betizac Chestnut (Large-Nutted Blight-Resistant Hybrid Chestnut),fruit,nut tree,40.0,full,"Plant in deep, well-drained, acidic soil in full sun, and provide a compatible pollinator chestnut within range for the best nut production, since yields improve substantially with cross-pollination even in partially self-fertile cultivars. Bouche de Betizac is a French-bred hybrid between European and Japanese chestnut species, combining the large, sweet, high-quality nuts prized in European chestnut cookery with meaningful resistance to chestnut blight, the disease that devastated native American chestnut populations and continues to threaten susceptible European chestnut plantings. It bears precociously, often producing a first crop within just a few years of planting, and continues with heavy, reliable yields of large, easy-to-peel nuts on a vigorous, productive tree. Its blight resistance and large nut size have made it a popular choice for both commercial and home chestnut orchards seeking a reliable, disease-tolerant alternative to susceptible pure European chestnut cultivars. Harvest nuts as burs split and drop in fall, collecting promptly to avoid rodent and insect loss.",5-8,moderate,OpenPlantDB (CC0)
Coffea arabica 'Bourbon',Bourbon Coffee,fruit,tropical shrub,12.0,partial,"Plant seedlings in spring in rich, well-drained, slightly acidic soil in partial shade; Bourbon coffee is frost-tender and grown as a container plant brought indoors for winter outside zones 10-11. Named for the former French colonial name of Réunion Island, where it was first cultivated after being introduced from Yemen, this historic Arabica coffee variety is one of the parent lines behind many modern specialty coffee cultivars and is still prized by growers and roasters for producing sweet, well-balanced, complex cups, though its lower yield compared to newer hybrid varieties has made it less common in large-scale commercial production. Like other Arabica coffees it grows best in the dappled shade of taller companion trees, mimicking its native highland forest understory habitat, and needs consistent warmth and moisture without ever standing in wet, waterlogged soil. Water regularly but ensure good drainage, provide filtered shade, and expect the first coffee cherry harvest after three to four years of growth.",10-11,moderate,OpenPlantDB (CC0)
Ficus carica 'Bourjassotte Grise',Bourjassotte Grise Fig (Grise de Bourjassotte),fruit,fig,14.0,full,"A classic fig of Provence, Bourjassotte Grise bears medium-sized fruit with a distinctive grayish-brown to violet-tinted skin covering deep strawberry-red flesh with a rich, sweet, complex flavor long prized in French markets. The tree is moderately vigorous and reliably productive once established, generally favoring a single strong main crop over a heavy breba crop. Plant in full sun with good air circulation, since the thin skin is prone to splitting after heavy rain near harvest. It is best suited to long, warm-summer climates where the late-season fruit has time to fully ripen before cool weather arrives.",7-11,moderate,OpenPlantDB (CC0)
Annona x atemoya 'Bradley',Bradley Atemoya (Late-Season Florida-Bred Atemoya),fruit,subtropical fruit tree,25.0,full,"Plant grafted trees in well-drained, slightly acidic soil in full sun. Bradley is a Florida-developed atemoya cultivar valued for ripening later in the season than Gefner, extending the atemoya harvest window into late fall and helping spread out the crop for home growers with more than one tree. Like other atemoya cultivars it produces rich, custardy, sweet flesh with tropical vanilla and pineapple notes, and benefits from hand pollination for the most reliable and largest fruit set. Harvest when fruit begins to soften slightly and the skin color lightens, then finish ripening at room temperature before eating.",9-11,moderate,OpenPlantDB (CC0)
Malus domestica 'Braeburn',Braeburn Apple (Crisp Aromatic New Zealand Sweet-Tart Apple),fruit,tree fruit,20.0,full,"Plant in deep, well-drained, slightly acidic soil in full sun and provide a cross-pollinator, since Braeburn is not reliably self-fruitful. Discovered as a chance seedling near Motueka, New Zealand in 1952, it quickly became one of the most widely exported dessert apples of the late 20th century for its dense, crisp flesh and layered sweet-tart flavor with a faint spice note. Fruit ripens late in the season and colors in streaky red over a green-gold background; it keeps exceptionally well in cold storage, often holding good eating quality for months. Thin heavy fruit sets in early summer to improve size and prevent biennial bearing.",5-8,moderate,OpenPlantDB (CC0)
Malus domestica 'Bramley's Seedling',Bramley's Seedling Apple (Bramley Cooking Apple),fruit,tree fruit,25.0,full,"Plant bare-root trees while dormant in late winter in well-drained soil in full sun with two compatible pollinators; Bramley's Seedling is a vigorous, triploid variety whose own pollen is not viable, so it needs two different diploid varieties nearby and ample permanent space. Grown from a pip planted in Nottinghamshire, England around 1809, this is the definitive British culinary apple, producing very large, bright green, sharply tart fruit that cooks down into a smooth, fluffy puree prized above nearly all other apples for pies, sauces, and traditional English cooking, though it is far too acidic and firm-fleshed for most people's taste eaten fresh off the tree. As a triploid it produces sterile pollen and needs two other diploid apple varieties planted nearby for cross-pollination, and it makes a notably large, vigorous, long-lived tree that benefits from ample permanent space and a sturdy semi-standard or standard rootstock. Harvest in mid-to-late fall once fully ripe, and the acidic fruit stores exceptionally well through winter when kept cool, making it a valued keeper for a home cook's cooking apple supply.",5-8,moderate,OpenPlantDB (CC0)
Bertholletia excelsa,Brazil Nut,fruit,Amazonian iconic edible nut canopy tree,100.0,full,"Plant Brazil Nut trees in deep, well-drained, fertile, slightly acidic soil in full sun with adequate space for their ultimate enormous size; they require mycorrhizal fungi associations established in forest soil for optimal growth; fruiting does not begin until trees are 10–15 years old and requires the presence of orchid bees (Eulaema spp.) for pollination of their complex flowers — making commercial fruiting difficult outside the Amazon Basin. Brazil Nut trees are among the most ecologically important trees in the Amazon — their hard, 4-inch woody seed pods (cocos) fall from the canopy with enough force to be fatal, making harvesting genuinely dangerous; they are collected by harvesters who enter the forest after the natural fall season. The seeds (nuts) are extraordinarily rich in selenium — a single Brazil nut provides the recommended daily allowance — and are one of the world's most nutritionally dense foods. Brazil Nut is also an indicator of primary forest health: the trees only reproduce successfully in intact, undisturbed Amazonian rainforest where their Euglossine bee pollinators (attracted exclusively by certain orchid species) and agouti seed dispersers are both present. This extraordinary ecological dependency makes Brazil Nuts one of the best arguments for conservation of intact Amazonian forest, as deforestation eliminates both the trees and their irreplaceable ecosystem partners.",10-12,moderate,OpenPlantDB (CC0)
Bertholletia excelsa,"Brazil Nut Tree (Para Nut, Castanheiro do Para)",fruit,nut tree,100.0,full,"Plant in full sun in deep, well-drained, fertile, moist to wet tropical soil; Brazil nut (Bertholletia excelsa) is one of the largest trees of the Amazon rainforest, reaching 150 feet tall, and requires 10–20 years from seed to first fruiting in optimal conditions. The pods (actually large, woody capsules weighing up to 5 lbs) each contain 8–24 seeds (the 'nuts') and fall from height, posing a safety hazard — harvest sites require protective gear. The Brazil nut ecosystem depends entirely on the orchid bee (Eulaema sp.) for pollination and the agouti (a large rodent) for seed dispersal, making it nearly impossible to grow commercially outside its native ecosystem. Trees in south Florida and Hawaii produce limited fruit but are grown primarily as impressive specimen trees; the heavy, dense, rot-resistant wood is also extremely valuable.",11-12,high,OpenPlantDB (CC0)
Psidium guineense,Brazilian Guava (Cas),fruit,tropical fruit tree,15.0,full,"Plant in well-drained, moderately fertile soil in full sun in zones 9–11; Brazilian guava (also called cas in Costa Rica) is a small to medium-sized tree native to tropical America that produces heavy crops of small, round fruits with white, aromatic, pleasantly sour flesh — highly prized throughout Latin America for fresh-squeezed juice, fruit nectars, jellies, fermented beverages, and agua fresca. Unlike common guava, it shows considerable resistance to the devastating guava wilt fungus (Fusarium oxysporum f. sp. psidii) and is more tolerant of occasional frosts, making it a practical choice for gardeners at the cool edge of the tropical fruit range in zones 9–10. Trees begin producing in 3–6 years from transplant and fruit prolifically once established, often producing two crops per year in warm climates. Fruits drop quickly when ripe and should be harvested promptly or they will be taken by wildlife.",9-11,moderate,OpenPlantDB (CC0)
Artocarpus altilis,Breadfruit,fruit,tropical fruit tree,85.0,full,"Plant in fertile, well-drained, slightly acidic to neutral soil in full sun in zones 10–12; breadfruit (Artocarpus altilis) is a Polynesian staple food tree that has been cultivated throughout the Pacific and Caribbean for centuries, prized for its large, starchy fruit that can be roasted, boiled, fried, or dried into flour — providing a remarkably complete carbohydrate staple that sustained entire island civilizations. A single mature tree can produce 50–200 or more large fruits per year, yielding hundreds of pounds of nutritious food with minimal inputs. Most improved varieties are seedless triploids propagated from root suckers or cuttings; plant these for the fastest fruiting and best productivity. Trees are highly sensitive to frost and cold winds, but once established in a frost-free tropical location they are vigorous, long-lived, and capable of producing fruit within 3–5 years of planting.",10-12,moderate,OpenPlantDB (CC0)
Artocarpus camansi,"Breadnut (Seeded Breadfruit, Ma Afalo)",fruit,tropical fruit tree,50.0,full,"Plant in rich, deep, well-drained, moist, fertile soil in full sun in frost-free tropical conditions; in south Florida, protect young trees from the rare hard freeze. Artocarpus camansi (breadnut) is the seeded ancestor of the seedless breadfruit (A. altilis) and produces large, spiny, oblong to round fruits 8–12 inches long containing 20–50 large, protein-rich seeds embedded in creamy, starchy, edible flesh; both the seeds and flesh are eaten. The seeds (when boiled, roasted, or ground into flour) are the primary food value of breadnut, tasting somewhat like chestnuts or macadamia nuts — they are a traditional protein-rich staple in the Pacific Islands and Philippines (where the tree is called 'kulo'). The flesh (ripe) is sweet and may be eaten similarly to breadfruit. The large, deeply lobed, tropical leaves and rapid growth rate make breadnut an impressive specimen tree in tropical gardens. Breadnut is native to New Guinea and the Philippines and widely naturalized in tropical America; it is closely related to jackfruit, durian, and the edible fig within the family Moraceae.",10-12,moderate,OpenPlantDB (CC0)
Mespilus germanica 'Breda Giant',Breda Giant Medlar,fruit,heirloom fruiting tree,20.0,full,"Plant in full sun in well-drained soil; Breda Giant is a classic Dutch medlar selection prized for producing unusually large, russeted brown fruit on a small, gnarled, ornamental tree with showy white spring flowers and good fall color. Fruit is rock-hard and inedible at harvest in late fall and must be 'bletted' — stored in a cool place for several weeks after the first frosts until it softens and browns internally to a soft, spiced, wine-like custard texture before eating fresh or making jelly and butter. The tree is very cold-hardy, tolerates poor soils, and is largely pest- and disease-free, making it an easy, low-maintenance addition to a home orchard once its unusual harvest-and-ripen routine is understood.",5-9,moderate,OpenPlantDB (CC0)
Eriobotrya deflexa,Bronze Loquat,fruit,tree,25.0,full,"The bronze loquat is grown both for its striking coppery new foliage and small, tart edible fruit. Plant in full sun on fertile, well-drained soil in a warm, sheltered position, as the flowers and young growth are frost-sensitive. Water regularly while establishing, then only during dry spells once mature. Prune after fruiting to shape the canopy and remove any frost-damaged tips.",8-10,moderate,OpenPlantDB (CC0)
Citrus reticulata 'Brown Select',"Brown Select Satsuma (Premier Gulf Coast Satsuma Mandarin, Louisiana Commercial Standard)",fruit,citrus,10.0,full,"Plant grafted trees in well-drained, slightly acidic soil with full sun. Protect from frost below 28°F by covering young trees. Harvest October–November when fully orange. Brown Select Satsuma is a mandarin orange selection developed and popularized in Louisiana, where Satsuma mandarins have been grown commercially and in home gardens along the Gulf Coast since Japanese immigrants introduced the variety to Louisiana in the late 19th century. Satsuma mandarins (Citrus reticulata, specifically the 'Unshiu' or 'Satsuma' group) became an integral part of Gulf Coast culture — Louisiana's St. Bernard Parish and adjacent areas were once a significant commercial Satsuma production center, and Satsuma season (October–December) remains a beloved Gulf South annual event with home trees producing for family and community distribution. The name Satsuma comes from the Satsuma Province of Japan, where the variety was cultivated for centuries before reaching the United States. Brown Select's primary distinction from the more widely distributed Owari Satsuma is earlier ripening (Brown Select ripens 2–3 weeks earlier, in October rather than November) and what many Gulf Coast growers consider superior juice quality — slightly richer, sweeter, and with more complex flavor than Owari in typical Gulf Coast growing conditions. The tree is vigorous and productive under good culture, reliably producing heavy crops of 2-inch flattened-round fruits with loose, easy-peel skin, seedless flesh (typically zero to few seeds per fruit), and intensely sweet, juicy mandarin character. For zone 9 gardeners seeking a productive citrus tree, Brown Select Satsuma is often the first recommendation — earlier than most other mandarins, reliably productive, cold-tolerant enough for zone 9, and producing fruit of exceptional quality.",8-11,moderate,OpenPlantDB (CC0)
Citrus unshiu 'Brown Select',Brown Select Satsuma Mandarin,fruit,citrus,10.0,full,"Plant in full sun in well-drained, slightly acidic to neutral, fertile soil — satsuma mandarins require excellent drainage and regular deep watering during the growing season; Brown Select is a distinctly early-ripening Satsuma mandarin developed and selected in Louisiana as an improvement on Owari Satsuma in terms of harvest timing — the trees produce ripe, full-flavored, easy-peeling mandarins in late September to October, making Brown Select the first commonly grown citrus to ripen in the Gulf South citrus season. The flavor at peak ripeness is comparable to Owari — sweet, aromatic, with the characteristic Satsuma complexity — but the earlier timing extends the homegrown citrus season by 3–4 weeks before Owari becomes ready. Brown Select carries the same exceptional cold hardiness as Owari (among the hardiest of all citrus to freezing temperatures) and the same practical advantage of loose, easily peeled skin and nearly seedless, juicy flesh. The combination of extreme cold hardiness, high productivity, and early ripening makes Brown Select specifically important to Gulf South citrus culture in the zones where winter cold is a genuine risk factor for citrus growing, and where starting the fresh fruit season as early as possible is valuable.",8-11,moderate,OpenPlantDB (CC0)
Malus domestica 'Brown Snout',Brown Snout Apple (Herefordshire Bittersweet Cider Apple),fruit,tree fruit,18.0,full,"Plant bare-root trees while dormant in late winter in well-drained soil in full sun with a compatible pollinator; Brown Snout is a late-ripening, reliably productive variety valued in traditional Herefordshire cider blends. A traditional Herefordshire, England cider apple named for the distinctive russeted, elongated end of its small, dull orange-brown fruit, it is a well-regarded bittersweet variety contributing good tannin structure and moderate sugar to a blended cider, and it remains a component of some well-known commercial English cider blends. It ripens late in the season, later than many other classic cider varieties, and stores reasonably well after harvest before milling, giving cider makers some flexibility in scheduling the press. Harvest in mid-to-late fall once fruit drops readily, and mill and press once fully ripe, since the astringent fruit is grown for cider rather than fresh eating.",5-8,moderate,OpenPlantDB (CC0)
Ficus carica 'Brown Turkey',Brown Turkey Fig,fruit,tree-fruit,15.0,full,"This cold-hardy fig tolerates temperatures near 10 degrees F, making it a good choice for cooler regions where most figs struggle. Plant in full sun with rich, well-drained soil and provide consistent moisture while fruit is developing for deep burgundy fruit with a pink center. In borderline zones, mulch heavily around the base or grow in a pot to overwinter in a protected spot. Prune in late winter to keep the tree at a manageable height and encourage a strong branching structure.",7-10,moderate,OpenPlantDB (CC0)
Ficus carica 'Brunswick',"Brunswick Fig (Magnolia Fig, Madonna Fig)",fruit,fig,20.0,full,"Plant in well-drained, average soil in full sun; Brunswick is a common fig type requiring no pollinator and one of the most widely grown figs in the American South under various regional names. Brunswick (known throughout the southeastern United States as 'Magnolia fig' and occasionally as 'Madonna fig') is an old European fig variety that has been grown in Southern gardens for at least 150 years, widely distributed through cuttings exchanged between generations of gardeners in the Gulf Coast states; the very large (3–5 oz), pear-shaped to oblong fruits have thin, pale yellowish-green to bronze-green skin, prominent ribs, and dark amber to brownish-strawberry interior flesh with moderately sweet flavor and good quality. A vigorous, large-growing tree that tolerates the heat and humidity of Gulf Coast summers better than many European fig varieties. Excellent for preserves, fresh eating, and drying. Because of widespread cutting-sharing over generations, plants sold or shared under the name 'Magnolia fig' may vary somewhat; most are similar to or identical with Brunswick.",7-11,moderate,OpenPlantDB (CC0)
Syzygium paniculatum,"Brush Cherry (Magenta Brush Cherry, Australian Cherry)",fruit,tropical evergreen hedge and fruit shrub,20.0,partial,"Plant in moist, humus-rich, well-drained, slightly acidic to neutral, fertile soil in full sun to part shade; shape with hedge shears for formal use or allow to grow naturally as a specimen. Syzygium paniculatum (brush cherry or magenta brush cherry) is an Australian native tree or large shrub in the rose apple family (Myrtaceae) — closely related to rose apple (S. jambos) and other Syzygium fruit trees — that has become one of the most widely planted evergreen hedge, screen, and topiary plants in zone 9–12 landscapes in Florida, California, and the Gulf Coast. The plant produces glossy, lance-shaped, dark-green new growth that flushes copper-red to bronze-red as it emerges — making it attractive year-round — and responds well to shearing into formal hedge shapes. It produces abundant, 1/2-inch, bright magenta-pink fruits in summer that are edible but primarily astringent and mild, with a rose-water and mild apple flavor; they are eaten fresh in small quantities, made into jams, or used in drinks. The flowers are fluffy, cream-white, and produced in clusters; they attract bees and butterflies. As a hedge plant, brush cherry is outstanding: it maintains dense, dark-green foliage, responds well to clipping, and is salt-tolerant and drought-tolerant once established. More widely available in the nursery trade in Florida and California than most other Syzygium species.",9-12,moderate,OpenPlantDB (CC0)
Juglans x bixbyi,Buartnut (Butternut-Heartnut Hybrid),fruit,nut tree,50.0,full,"Plant in deep, well-drained soil in full sun, siting two or more trees for reliable pollination. Buartnut is a naturally occurring and cultivated hybrid between butternut (Juglans cinerea) and Japanese walnut or heartnut (Juglans ailantifolia), combining some of butternut's rich, oily flavor with heartnut's heavier and more reliable nut production. Because true butternut has been decimated across its range by butternut canker disease, buartnut is grown by nut enthusiasts in colder climates as a hardier, often more disease-tolerant alternative that still carries much of the butternut flavor profile.",4-8,moderate,OpenPlantDB (CC0)
Prunus salicina 'Toka',Bubblegum Toka Plum,fruit,tree-fruit,20.0,full,"This cold-hardy hybrid plum produces juicy reddish-purple fruit with a distinctive sweet, spicy flavor often compared to bubblegum. Plant in full sun in well-drained soil, and include a compatible pollinizer nearby since Toka also serves as an excellent pollinator for other plums. Water consistently during fruit set and thin heavy fruit clusters to improve size and prevent limb breakage. Prune in late winter to an open-center form for good light penetration and air flow.",3-8,moderate,OpenPlantDB (CC0)
Sideroxylon lycioides,Buckthorn Bumelia (Buckthorn Bully),fruit,native thorny shrub,10.0,partial,"Plant in moist to well-drained, slightly acidic to neutral soil in partial shade to full sun in woodland garden settings; buckthorn bumelia is a native thorny shrub of the eastern Gulf and Atlantic Coastal Plain, growing naturally in moist, mixed woodlands and forest edges from Virginia to Texas. Unlike the more drought-adapted gum bumelia, this species prefers moist woodland soils and grows in shade-adapted situations at woodland margins and in the forest understory. The small, black fruits in fall are eaten by numerous species of birds and the thorny branches provide valuable nesting habitat. A useful shrub for creating dense, bird-friendly hedgerows at the edge of native woodland garden designs in zones 6–9. The small white flowers in summer attract pollinators.",6-9,moderate,OpenPlantDB (CC0)
Citrus medica var. sarcodactylis,Buddha's Hand Citron,fruit,citrus,10.0,full,"Buddha's hand is a citron variety bearing distinctive finger-like lobes that contain only aromatic peel with no juice or pulp; it is valued entirely for its intensely fragrant zest used in baking, cocktails, and as a natural air freshener. Trees are self-fertile and small enough to grow in 15–20 gallon containers, making them suitable for patios and sunrooms in colder climates; bring indoors before temperatures fall below 32°F. Fertilize with a citrus-specific fertilizer three times per year and maintain consistent moisture to prevent fruit drop. Harvest when the fingers have turned fully yellow and the fragrance is intense; fruit can be stored at room temperature for 1–2 weeks.",9-11,moderate,OpenPlantDB (CC0)
Araucaria bidwillii,Bunya Nut (Bunya Pine),fruit,nut tree,150.0,full,"Sow fresh seed straight from a fallen cone into a deep container, since the large nut and long taproot make this towering Australian conifer resent transplanting once it is well rooted. Bunya pine takes many years to reach flowering and cone-bearing size but rewards patient growers with basketball-sized cones containing dozens of large, chestnut-flavored nuts that are traditionally roasted or boiled. Give it a wide, open site well away from structures, parking, and foot traffic, because mature cones can weigh more than twenty pounds and drop from a great height without warning. Young trees tolerate a light frost but need full protection for their first several winters in the coolest parts of their growable range.",9-11,moderate,OpenPlantDB (CC0)
Carya illinoinensis 'Burkett',Burkett Pecan (Large-Nutted West Texas Commercial Pecan),fruit,nut tree,80.0,full,"Discovered around 1912 as a chance seedling near San Saba, Texas, Burkett became one of the signature commercial pecan cultivars of the arid irrigated orchards of West Texas, New Mexico, and Arizona. It produces a large, attractive, well-filled nut with excellent cracking quality that made it a favorite for retail and gift-pack sales under the Texas pecan label. Burkett performs best where humidity stays low, since it is notably more susceptible to pecan scab than modern disease-resistant cultivars and struggles in the humid Gulf South without an aggressive fungicide program. Give it full sun, deep soil, and reliable irrigation through nut fill, along with a compatible pollinator, for consistent large-nut production.",6-9,moderate,OpenPlantDB (CC0)
